"letter	ID	amplitude	amplitude_se	time	num_events	frequency	cell	sex	X	Y	age	animal	synapses	treatment	category	R_a	notes	days_alone	animal_or_slicing_problems",,,,,,,,,,,,,,,,
RMN2,Concatenate-RMN2,29.23,1.93,0.25,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.42,1.46,0.33,36,7.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.96,2.39,0.42,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.86,1.96,0.5,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.45,1.33,0.58,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.94,2.59,0.67,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.57,2.09,0.75,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.67,2.26,0.83,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.04,3.1,0.92,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.58,1.9,1,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.68,1.75,1.08,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.25,1.98,1.17,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.23,1.72,1.25,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.64,1.55,1.33,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.71,1.8,1.42,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.65,1.72,1.5,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.33,1.85,1.58,36,7.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.23,1.98,1.67,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.59,1.97,1.75,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.31,2.3,1.83,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.09,1.79,1.92,40,8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.74,1.6,2,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.5,1.91,2.08,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.59,1.89,2.17,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.16,2.07,2.25,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.41,1.38,2.33,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.62,2.13,2.42,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.72,1.58,2.5,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.07,1.52,2.58,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.42,2.11,2.67,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.45,1.52,2.75,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.84,1.59,2.83,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.31,2.17,2.92,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.61,1.94,3,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.75,1.95,3.08,36,7.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.14,1.92,3.17,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.19,2.2,3.25,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.73,2.83,3.33,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.97,2.33,3.42,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.77,2.47,3.5,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.55,1.41,3.58,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.46,2.08,3.67,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.74,2.26,3.75,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.69,1.69,3.83,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.36,2.36,3.92,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.81,1.89,4,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.78,2.38,4.08,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.81,1.71,4.17,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.65,2.25,4.25,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.47,1.96,4.33,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.16,1.76,4.42,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.89,2.1,4.5,35,7,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.89,2.09,4.58,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.9,1.79,4.67,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.66,2.15,4.75,38,7.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.15,1.88,4.83,41,8.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.65,1.42,4.92,38,7.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31,2,5,38,7.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.33,2.57,5.08,39,7.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.34,2.09,5.17,40,8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.28,1.69,5.25,42,8.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.56,1.91,5.33,42,8.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,35.47,2.27,5.42,41,8.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.72,1.84,5.5,43,8.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.56,1.97,5.58,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.94,1.78,5.67,40,8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.71,2.17,5.75,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.44,1.9,5.83,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.02,2.06,5.92,35,7,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.78,2.12,6,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.63,2.24,6.08,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.6,2.18,6.17,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.89,1.76,6.25,36,7.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.35,2.48,6.33,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.19,2.47,6.42,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.89,2.68,6.5,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.67,2.79,6.58,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.25,2.59,6.67,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.59,2.29,6.75,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.78,2.37,6.83,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.25,1.73,6.92,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.71,1.81,7,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.8,2.06,7.08,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.82,2.72,7.17,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.37,2.25,7.25,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.6,1.79,7.33,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.59,1.67,7.42,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.18,1.66,7.5,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.58,2.23,7.58,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.69,2.49,7.67,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.33,2.3,7.75,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.14,3.36,7.83,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.69,2.11,7.92,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.61,1.94,8,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.13,2.47,8.08,36,7.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.7,1.8,8.17,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.77,2.03,8.25,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.49,2.15,8.33,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.01,2.9,8.42,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.76,2.89,8.5,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.46,3.26,8.58,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.2,2.01,8.67,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.44,2.71,8.75,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.2,1.79,8.83,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.22,1.92,8.92,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.07,1.6,9,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.9,1.89,9.08,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.89,2.13,9.17,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.3,1.91,9.25,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.23,2.14,9.33,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.2,2.25,9.42,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.45,1.96,9.5,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.38,3.36,9.58,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.91,2.29,9.67,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.42,2.63,9.75,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.45,2.95,9.83,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.1,2.98,9.92,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.99,2.65,10,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.23,1.82,10.08,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.92,2.85,10.17,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.25,1.88,10.25,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.03,1.84,10.33,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.61,1.94,10.42,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.5,1.95,10.5,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.65,1.92,10.58,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.02,2.37,10.67,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.66,1.89,10.75,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.99,2.37,10.83,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.67,2.43,10.92,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.53,2.56,11,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.33,1.66,11.08,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.27,1.79,11.17,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.27,2.46,11.25,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.25,2.46,11.33,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.38,2.69,11.42,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.96,3.08,11.5,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.4,2.95,11.58,18,3.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.55,2.38,11.67,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.35,1.88,11.75,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.55,2.65,11.83,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.06,2.61,11.92,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.06,1.36,12,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
