"letter","ID","P1","P2","time","cell","sex","X","Y","age","animal","synapses","treatment","category","R_a","notes","days_alone","animal_or_slicing_problems","PPR","interval","baseline_range","baseline_mean","P1_transformed","P2_transformed","state"
"SW3_MA3","18718032",58.88,54.22,5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.92,"t0to5",TRUE,36.99,159.2,146.6,"Baseline"
"SW3_MA3","18718035",42.95,32.04,20.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.75,"t20to25",FALSE,36.99,116.12,86.63,"Post-modification"
"SW3_MA3","18718035",24.54,29.26,20.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.19,"t20to25",FALSE,36.99,66.35,79.11,"Post-modification"
"SW3_MA3","18718035",49.74,27.75,20.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.56,"t20to25",FALSE,36.99,134.48,75.03,"Post-modification"
"SW3_MA3","18718035",40.63,29.04,20.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.71,"t20to25",FALSE,36.99,109.85,78.52,"Post-modification"
"SW3_MA3","18718035",48.75,33.32,20.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.68,"t20to25",FALSE,36.99,131.81,90.09,"Post-modification"
"SW3_MA3","18718035",41.53,37.53,20.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.9,"t20to25",FALSE,36.99,112.29,101.47,"Post-modification"
"SW3_MA3","18718035",19.58,36.66,20.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.87,"t20to25",FALSE,36.99,52.94,99.12,"Post-modification"
"SW3_MA3","18718035",36.28,48.87,20.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.35,"t20to25",FALSE,36.99,98.09,132.13,"Post-modification"
"SW3_MA3","18718035",60.44,32.2,20.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.53,"t20to25",FALSE,36.99,163.41,87.06,"Post-modification"
"SW3_MA3","18718035",65.22,30.84,20.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.47,"t20to25",FALSE,36.99,176.34,83.38,"Post-modification"
"SW3_MA3","18718035",22.28,38.15,20.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.71,"t20to25",FALSE,36.99,60.24,103.15,"Post-modification"
"SW3_MA3","18718035",46.41,29.5,21,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.64,"t20to25",FALSE,36.99,125.48,79.76,"Post-modification"
"SW3_MA3","18718035",57.39,46.7,21.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.81,"t20to25",FALSE,36.99,155.17,126.26,"Post-modification"
"SW3_MA3","18718035",56.82,24.71,21.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.43,"t20to25",FALSE,36.99,153.63,66.81,"Post-modification"
"SW3_MA3","18718035",28.92,45.86,21.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.59,"t20to25",FALSE,36.99,78.19,123.99,"Post-modification"
"SW3_MA3","18718035",34.63,34.45,21.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.99,"t20to25",FALSE,36.99,93.63,93.14,"Post-modification"
"SW3_MA3","18718035",63.83,68.71,21.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.08,"t20to25",FALSE,36.99,172.58,185.77,"Post-modification"
"SW3_MA3","18718035",42.34,70.12,21.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.66,"t20to25",FALSE,36.99,114.48,189.58,"Post-modification"
"SW3_MA3","18718035",62.75,47.28,21.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.75,"t20to25",FALSE,36.99,169.66,127.83,"Post-modification"
"SW3_MA3","18718035",57.8,48.93,21.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.85,"t20to25",FALSE,36.99,156.28,132.29,"Post-modification"
"SW3_MA3","18718035",60,43.55,21.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.73,"t20to25",FALSE,36.99,162.22,117.75,"Post-modification"
"SW3_MA3","18718035",70.4,48.13,21.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.68,"t20to25",FALSE,36.99,190.34,130.13,"Post-modification"
"SW3_MA3","18718035",45.05,56.25,21.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.25,"t20to25",FALSE,36.99,121.8,152.08,"Post-modification"
"SW3_MA3","18718035",51.87,36.96,22,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.71,"t20to25",FALSE,36.99,140.24,99.93,"Post-modification"
"SW3_MA3","18718035",48.14,69.21,22.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.44,"t20to25",FALSE,36.99,130.16,187.12,"Post-modification"
"SW3_MA3","18718035",57.62,67.96,22.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.18,"t20to25",FALSE,36.99,155.79,183.74,"Post-modification"
"SW3_MA3","18718035",75.92,61.08,22.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.8,"t20to25",FALSE,36.99,205.27,165.14,"Post-modification"
"SW3_MA3","18718035",35.72,38.6,22.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.08,"t20to25",FALSE,36.99,96.58,104.36,"Post-modification"
"SW3_MA3","18718035",67.16,64.42,22.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.96,"t20to25",FALSE,36.99,181.58,174.17,"Post-modification"
"SW3_MA3","18718035",39.64,51.85,22.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.31,"t20to25",FALSE,36.99,107.18,140.19,"Post-modification"
"SW3_MA3","18718035",41.55,44,22.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.06,"t20to25",FALSE,36.99,112.34,118.96,"Post-modification"
"SW3_MA3","18718035",65.73,52.6,22.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.8,"t20to25",FALSE,36.99,177.72,142.22,"Post-modification"
"SW3_MA3","18718035",32.05,32.68,22.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.02,"t20to25",FALSE,36.99,86.65,88.36,"Post-modification"
"SW3_MA3","18718035",54.31,33.66,22.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.62,"t20to25",FALSE,36.99,146.84,91.01,"Post-modification"
"SW3_MA3","18718035",78.93,74.09,22.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.94,"t20to25",FALSE,36.99,213.4,200.32,"Post-modification"
"SW3_MA3","18718035",62.89,72.99,23,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.16,"t20to25",FALSE,36.99,170.04,197.34,"Post-modification"
"SW3_MA3","18718035",45.51,60.26,23.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.32,"t20to25",FALSE,36.99,123.05,162.93,"Post-modification"
"SW3_MA3","18718035",37.34,65.94,23.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.77,"t20to25",FALSE,36.99,100.96,178.28,"Post-modification"
"SW3_MA3","18718035",71.7,69.32,23.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.97,"t20to25",FALSE,36.99,193.86,187.42,"Post-modification"
"SW3_MA3","18718035",39.81,43.06,23.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.08,"t20to25",FALSE,36.99,107.64,116.42,"Post-modification"
"SW3_MA3","18718035",60.23,50.87,23.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.84,"t20to25",FALSE,36.99,162.85,137.54,"Post-modification"
"SW3_MA3","18718035",53.21,73.02,23.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.37,"t20to25",FALSE,36.99,143.86,197.43,"Post-modification"
"SW3_MA3","18718035",43.16,50.81,23.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.18,"t20to25",FALSE,36.99,116.69,137.38,"Post-modification"
"SW3_MA3","18718035",58.17,52.7,23.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.91,"t20to25",FALSE,36.99,157.28,142.49,"Post-modification"
"SW3_MA3","18718035",59.71,50.98,23.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.85,"t20to25",FALSE,36.99,161.44,137.84,"Post-modification"
"SW3_MA3","18718035",38.49,47.48,23.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.23,"t20to25",FALSE,36.99,104.07,128.37,"Post-modification"
"SW3_MA3","18718035",62.07,98.47,23.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.59,"t20to25",FALSE,36.99,167.82,266.24,"Post-modification"
"SW3_MA3","18718035",50.34,44.63,24,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.89,"t20to25",FALSE,36.99,136.11,120.67,"Post-modification"
"SW3_MA3","18718035",63.35,53.72,24.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.85,"t20to25",FALSE,36.99,171.28,145.24,"Post-modification"
"SW3_MA3","18718035",75,47.48,24.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.63,"t20to25",FALSE,36.99,202.78,128.37,"Post-modification"
"SW3_MA3","18718035",36.12,40.45,24.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.12,"t20to25",FALSE,36.99,97.66,109.37,"Post-modification"
"SW3_MA3","18718035",89.52,36.58,24.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.41,"t20to25",FALSE,36.99,242.04,98.9,"Post-modification"
"SW3_MA3","18718035",51.47,72.28,24.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,1.4,"t20to25",FALSE,36.99,139.16,195.42,"Post-modification"
"SW3_MA3","18718035",26.86,60.19,24.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,2.24,"t20to25",FALSE,36.99,72.62,162.74,"Post-modification"
"SW3_MA3","18718035",48.32,43.41,24.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.9,"t20to25",FALSE,36.99,130.64,117.37,"Post-modification"
"SW3_MA3","18718035",34.2,81.84,24.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,2.39,"t20to25",FALSE,36.99,92.47,221.27,"Post-modification"
"SW3_MA3","18718035",55.88,34.89,24.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.62,"t20to25",FALSE,36.99,151.08,94.33,"Post-modification"
"SW3_MA3","18718035",61.28,26.77,24.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.44,"t20to25",FALSE,36.99,165.68,72.38,"Post-modification"
"SW3_MA3","18718035",76.42,30.94,24.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.4,"t20to25",FALSE,36.99,206.62,83.65,"Post-modification"
"SW3_MA3","18718035",41.63,37.36,25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","1.8, 1.4, 1.4, 1.4, 1.4, 1.4, 1.2, 1.1","",NA,NA,0.9,"t20to25",FALSE,36.99,112.56,101.01,"Post-modification"
"SW4_MA4","18719003",240.35,317.41,0,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.32,"t0to5",TRUE,295.72,81.28,107.33,"Baseline"
"SW4_MA4","18719003",207.81,297.27,0.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.43,"t0to5",TRUE,295.72,70.27,100.52,"Baseline"
"SW4_MA4","18719003",324.45,232.66,0.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.72,"t0to5",TRUE,295.72,109.71,78.68,"Baseline"
"SW4_MA4","18719003",212.98,295.15,0.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.39,"t0to5",TRUE,295.72,72.02,99.81,"Baseline"
"SW4_MA4","18719003",259.24,362.09,0.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.4,"t0to5",TRUE,295.72,87.66,122.44,"Baseline"
"SW4_MA4","18719003",239.74,217.91,0.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.91,"t0to5",TRUE,295.72,81.07,73.69,"Baseline"
"SW4_MA4","18719003",192.17,204.08,0.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.06,"t0to5",TRUE,295.72,64.98,69.01,"Baseline"
"SW4_MA4","18719003",181.8,263.11,0.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.45,"t0to5",TRUE,295.72,61.48,88.97,"Baseline"
"SW4_MA4","18719003",323.39,252.46,0.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.78,"t0to5",TRUE,295.72,109.36,85.37,"Baseline"
"SW4_MA4","18719003",203.52,293.35,0.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.44,"t0to5",TRUE,295.72,68.82,99.2,"Baseline"
"SW4_MA4","18719003",311.17,272.89,0.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.88,"t0to5",TRUE,295.72,105.22,92.28,"Baseline"
"SW4_MA4","18719003",464.09,282.08,0.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.61,"t0to5",TRUE,295.72,156.93,95.39,"Baseline"
"SW4_MA4","18719003",256.96,249.43,1,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.97,"t0to5",TRUE,295.72,86.89,84.35,"Baseline"
"SW4_MA4","18719003",297.91,322.66,1.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.08,"t0to5",TRUE,295.72,100.74,109.11,"Baseline"
"SW4_MA4","18719003",382.07,278.28,1.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.73,"t0to5",TRUE,295.72,129.2,94.1,"Baseline"
"SW4_MA4","18719003",254.64,281.27,1.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.1,"t0to5",TRUE,295.72,86.11,95.11,"Baseline"
"SW4_MA4","18719003",352.12,365.54,1.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.04,"t0to5",TRUE,295.72,119.07,123.61,"Baseline"
"SW4_MA4","18719003",327.17,243.79,1.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.75,"t0to5",TRUE,295.72,110.63,82.44,"Baseline"
"SW4_MA4","18719003",235.75,299.87,1.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.27,"t0to5",TRUE,295.72,79.72,101.4,"Baseline"
"SW4_MA4","18719003",348.81,180.43,1.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.52,"t0to5",TRUE,295.72,117.95,61.01,"Baseline"
"SW4_MA4","18719003",191.38,555.94,1.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,2.9,"t0to5",TRUE,295.72,64.72,187.99,"Baseline"
"SW4_MA4","18719003",291.31,359,1.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.23,"t0to5",TRUE,295.72,98.51,121.4,"Baseline"
"SW4_MA4","18719003",258.23,365.8,1.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.42,"t0to5",TRUE,295.72,87.32,123.7,"Baseline"
"SW4_MA4","18719003",334.73,260.78,1.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.78,"t0to5",TRUE,295.72,113.19,88.18,"Baseline"
"SW4_MA4","18719003",188.96,342.89,2,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.81,"t0to5",TRUE,295.72,63.9,115.95,"Baseline"
"SW4_MA4","18719003",216.24,219.14,2.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.01,"t0to5",TRUE,295.72,73.12,74.1,"Baseline"
"SW4_MA4","18719003",312.05,223.65,2.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.72,"t0to5",TRUE,295.72,105.52,75.63,"Baseline"
"SW4_MA4","18719003",392.44,192.3,2.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.49,"t0to5",TRUE,295.72,132.71,65.03,"Baseline"
"SW4_MA4","18719003",196.08,350.07,2.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.79,"t0to5",TRUE,295.72,66.31,118.38,"Baseline"
"SW4_MA4","18719003",229.94,244.63,2.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.06,"t0to5",TRUE,295.72,77.76,82.72,"Baseline"
"SW4_MA4","18719003",244.51,392.24,2.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.6,"t0to5",TRUE,295.72,82.68,132.64,"Baseline"
"SW4_MA4","18719003",420.25,316.64,2.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.75,"t0to5",TRUE,295.72,142.11,107.07,"Baseline"
"SW4_MA4","18719003",322.6,208.68,2.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.65,"t0to5",TRUE,295.72,109.09,70.57,"Baseline"
"SW4_MA4","18719003",201.65,371.93,2.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.84,"t0to5",TRUE,295.72,68.19,125.77,"Baseline"
"SW4_MA4","18719003",469.52,316.61,2.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.67,"t0to5",TRUE,295.72,158.77,107.06,"Baseline"
"SW4_MA4","18719003",477.58,377.45,2.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.79,"t0to5",TRUE,295.72,161.5,127.64,"Baseline"
"SW4_MA4","18719003",228.56,205.3,3,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.9,"t0to5",TRUE,295.72,77.29,69.42,"Baseline"
"SW4_MA4","18719003",314.97,268.03,3.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.85,"t0to5",TRUE,295.72,106.51,90.64,"Baseline"
"SW4_MA4","18719003",279.64,266.4,3.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.95,"t0to5",TRUE,295.72,94.56,90.08,"Baseline"
"SW4_MA4","18719003",245.16,352.32,3.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.44,"t0to5",TRUE,295.72,82.9,119.14,"Baseline"
"SW4_MA4","18719003",332.02,269.63,3.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.81,"t0to5",TRUE,295.72,112.27,91.18,"Baseline"
"SW4_MA4","18719003",331.94,270.24,3.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.81,"t0to5",TRUE,295.72,112.25,91.38,"Baseline"
"SW4_MA4","18719003",208.4,153.51,3.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.74,"t0to5",TRUE,295.72,70.47,51.91,"Baseline"
"SW4_MA4","18719003",212.46,313.81,3.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.48,"t0to5",TRUE,295.72,71.84,106.12,"Baseline"
"SW4_MA4","18719003",389.42,160.5,3.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.41,"t0to5",TRUE,295.72,131.68,54.27,"Baseline"
"SW4_MA4","18719003",316.62,234.18,3.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.74,"t0to5",TRUE,295.72,107.07,79.19,"Baseline"
"SW4_MA4","18719003",311.17,242.28,3.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.78,"t0to5",TRUE,295.72,105.22,81.93,"Baseline"
"SW4_MA4","18719003",319.86,123.24,3.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.39,"t0to5",TRUE,295.72,108.16,41.67,"Baseline"
"SW4_MA4","18719003",452.67,303.15,4,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.67,"t0to5",TRUE,295.72,153.07,102.51,"Baseline"
"SW4_MA4","18719003",268.26,152.65,4.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.57,"t0to5",TRUE,295.72,90.71,51.62,"Baseline"
"SW4_MA4","18719003",325.47,258.19,4.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.79,"t0to5",TRUE,295.72,110.06,87.31,"Baseline"
"SW4_MA4","18719003",386.46,249.17,4.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.64,"t0to5",TRUE,295.72,130.68,84.26,"Baseline"
"SW4_MA4","18719003",278.74,331.51,4.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.19,"t0to5",TRUE,295.72,94.26,112.1,"Baseline"
"SW4_MA4","18719003",308.8,215.82,4.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.7,"t0to5",TRUE,295.72,104.42,72.98,"Baseline"
"SW4_MA4","18719003",323.67,196.74,4.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.61,"t0to5",TRUE,295.72,109.45,66.53,"Baseline"
"SW4_MA4","18719003",170.59,329.23,4.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.93,"t0to5",TRUE,295.72,57.69,111.33,"Baseline"
"SW4_MA4","18719003",218.37,152.44,4.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.7,"t0to5",TRUE,295.72,73.84,51.55,"Baseline"
"SW4_MA4","18719003",290.83,378.74,4.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,1.3,"t0to5",TRUE,295.72,98.35,128.07,"Baseline"
"SW4_MA4","18719003",282.21,265.93,4.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","2","","",NA,NA,0.94,"t0to5",TRUE,295.72,95.43,89.93,"Baseline"
